Transaction_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Region,Product_Category,Product_Name,Quantity_Ordered,Unit_Price,Unit_Cost,Discount_Applied,Shipping_Cost,Payment_Method,Order_Status,Order_Year,Order_Month,Order_Month_Name,Order_Quarter,Day_of_Week,Is_Weekend,Delivery_Duration_Days,Gross_Sales_Amount,Discount_Amount,Net_Sales_Amount,Total_COGS,Gross_Profit,Profit_Margin_Pct,Customer_Age_Group,Order_Value_Tier
ORD-109673,2025-10-10,2025-10-15,CUST-3473,Customer_3473,61,Female,Japan,Home & Kitchen,Robot Vacuum Cleaner,8,309.42,130.0,0.1,20.6,Cash on Delivery,Cancelled,2025,10,October,Q4,Friday,0,5,2475.36,247.54,2227.82,1040.0,1187.82,53.32,Boomer+ (60+),VIP Enterprise Tier
ORD-111595,2025-11-16,2025-11-23,CUST-1415,Customer_1415,52,Other,United States,Beauty & Personal Care,Ionic Hair Dryer,4,72.39,28.0,0.3,14.37,Credit Card,Processing,2025,11,November,Q4,Sunday,1,7,289.56,86.87,202.69,112.0,90.69,44.74,Gen X (40-59),Standard Tier
ORD-105546,2025-05-22,2025-05-28,CUST-3284,Customer_3284,64,Non-Binary,United States,Home & Kitchen,Stainless Steel Cookware Set,3,151.82,65.0,0.25,12.86,PayPal,Cancelled,2025,5,May,Q2,Thursday,0,6,455.46,113.86,341.6,195.0,146.6,42.92,Boomer+ (60+),Premium Tier
ORD-107355,2024-03-02,2024-03-08,CUST-2553,Customer_2553,21,Female,United States,Books & Stationery,Business Strategy Guide,6,26.17,6.0,0.05,7.71,Cash on Delivery,Refunded,2024,3,March,Q1,Saturday,1,6,157.02,7.85,149.17,36.0,113.17,75.87,Gen Z (<25),Standard Tier
ORD-109321,2025-02-18,2025-02-19,CUST-1165,Customer_1165,20,Other,Japan,Home & Kitchen,Robot Vacuum Cleaner,2,294.11,130.0,0.15,22.33,PayPal,Delivered,2025,2,February,Q1,Tuesday,0,1,588.22,88.23,499.99,260.0,239.99,48.0,Gen Z (<25),VIP Enterprise Tier
ORD-105810,2025-04-25,2025-05-01,CUST-3278,Customer_3278,69,Female,United Kingdom,Electronics,USB-C Fast Charger,4,28.53,8.5,0.3,11.46,Apple Pay,Delivered,2025,4,April,Q2,Friday,0,6,114.12,34.24,79.88,34.0,45.88,57.44,Boomer+ (60+),Budget Tier
ORD-104739,2025-06-06,2025-06-08,CUST-2469,Customer_2469,51,Male,India,Electronics,4K Ultra Monitor,7,355.39,190.0,0.25,6.72,Credit Card,Cancelled,2025,6,June,Q2,Friday,0,2,2487.73,621.93,1865.8,1330.0,535.8,28.72,Gen X (40-59),VIP Enterprise Tier
ORD-108212,2024-02-11,2024-02-15,CUST-2599,Customer_2599,27,Non-Binary,Japan,Books & Stationery,Ergonomic Fountain Pen Set,7,33.49,9.0,0.0,10.75,Cash on Delivery,Shipped,2024,2,February,Q1,Sunday,1,4,234.43,0.0,234.43,63.0,171.43,73.13,Millennial (25-39),Premium Tier
ORD-110696,2025-08-12,2025-08-14,CUST-1372,Customer_1372,75,Male,Germany,Books & Stationery,Ergonomic Fountain Pen Set,1,32.87,9.0,0.05,5.02,Debit Card,Shipped,2025,8,August,Q3,Tuesday,0,2,32.87,1.64,31.23,9.0,22.23,71.18,Boomer+ (60+),Budget Tier
ORD-101464,2024-09-29,2024-10-03,CUST-1367,Customer_1367,58,Other,Canada,Books & Stationery,Data Science Handbook (Hardcover),4,52.34,20.0,0.3,10.0,Cash on Delivery,Cancelled,2024,9,September,Q3,Sunday,1,4,209.36,62.81,146.55,80.0,66.55,45.41,Gen X (40-59),Standard Tier
ORD-102609,2025-02-20,2025-02-22,CUST-2074,Customer_2074,44,Female,United Kingdom,Books & Stationery,Artist Sketchbook Pack,4,15.69,3.5,0.2,17.21,Debit Card,Delivered,2025,2,February,Q1,Thursday,0,2,62.76,12.55,50.21,14.0,36.21,72.12,Gen X (40-59),Budget Tier
ORD-103878,2024-07-21,2024-07-22,CUST-1093,Customer_1093,41,Male,United States,Beauty & Personal Care,Sunscreen SPF 50+,7,21.78,6.0,0.3,14.04,PayPal,Delivered,2024,7,July,Q3,Sunday,1,1,152.46,45.74,106.72,42.0,64.72,60.64,Gen X (40-59),Standard Tier
ORD-107629,2025-10-24,2025-10-29,CUST-2657,Customer_2657,39,Non-Binary,United Kingdom,Electronics,Wireless Earbuds,4,131.52,45.0,0.25,20.44,Apple Pay,Refunded,2025,10,October,Q4,Friday,0,5,526.08,131.52,394.56,180.0,214.56,54.38,Millennial (25-39),Premium Tier
ORD-109780,2025-08-10,2025-08-12,CUST-1677,Customer_1677,47,Male,United States,Beauty & Personal Care,Sonic Electric Toothbrush,8,49.41,16.0,0.0,10.9,Credit Card,Refunded,2025,8,August,Q3,Sunday,1,2,395.28,0.0,395.28,128.0,267.28,67.62,Gen X (40-59),Premium Tier
ORD-102217,2025-11-25,2025-12-02,CUST-1784,Customer_1784,67,Male,United Kingdom,Home & Kitchen,Air Purifier HEPA,7,117.9,50.0,0.1,23.84,Apple Pay,Processing,2025,11,November,Q4,Tuesday,0,7,825.3,82.53,742.77,350.0,392.77,52.88,Boomer+ (60+),VIP Enterprise Tier
ORD-109690,2024-12-12,2024-12-19,CUST-2887,Customer_2887,28,Male,United Kingdom,Home & Kitchen,Espresso Coffee Maker,3,209.59,90.0,0.1,13.49,Debit Card,Delivered,2024,12,December,Q4,Thursday,0,7,628.77,62.88,565.89,270.0,295.89,52.29,Millennial (25-39),VIP Enterprise Tier
ORD-111182,2025-07-20,2025-07-25,CUST-1671,Customer_1671,27,Male,Australia,Home & Kitchen,Air Purifier HEPA,2,122.89,50.0,0.05,16.51,Cash on Delivery,Processing,2025,7,July,Q3,Sunday,1,5,245.78,12.29,233.49,100.0,133.49,57.17,Millennial (25-39),Premium Tier
ORD-109165,2025-07-16,2025-07-19,CUST-3214,Customer_3214,43,Other,India,Clothing & Apparel,Casual Cotton T-Shirt,7,24.56,7.0,0.15,10.08,Credit Card,Cancelled,2025,7,July,Q3,Wednesday,0,3,171.92,25.79,146.13,49.0,97.13,66.47,Gen X (40-59),Standard Tier
ORD-102597,2024-08-28,2024-08-30,CUST-1766,Customer_1766,22,Male,India,Books & Stationery,Artist Sketchbook Pack,3,15.03,3.5,0.05,6.49,Credit Card,Delivered,2024,8,August,Q3,Wednesday,0,2,45.09,2.25,42.84,10.5,32.34,75.49,Gen Z (<25),Budget Tier
ORD-110342,2024-11-06,2024-11-12,CUST-2170,Customer_2170,56,Other,Canada,Books & Stationery,Artist Sketchbook Pack,5,14.77,3.5,0.15,20.12,PayPal,Refunded,2024,11,November,Q4,Wednesday,0,6,73.85,11.08,62.77,17.5,45.27,72.12,Gen X (40-59),Budget Tier
ORD-110803,2025-07-27,2025-07-30,CUST-2099,Customer_2099,48,Male,Canada,Beauty & Personal Care,Sunscreen SPF 50+,1,22.06,6.0,0.0,12.59,Apple Pay,Returned,2025,7,July,Q3,Sunday,1,3,22.06,0.0,22.06,6.0,16.06,72.8,Gen X (40-59),Budget Tier
ORD-108293,2024-03-19,2024-03-26,CUST-3182,Customer_3182,68,Male,United States,Clothing & Apparel,Breathable Running Shoes,6,113.89,42.0,0.2,23.12,Bank Transfer,Delivered,2024,3,March,Q1,Tuesday,0,7,683.34,136.67,546.67,252.0,294.67,53.9,Boomer+ (60+),VIP Enterprise Tier
ORD-107483,2025-03-16,2025-03-21,CUST-1666,Customer_1666,37,Male,Australia,Home & Kitchen,Robot Vacuum Cleaner,2,311.29,130.0,0.05,21.16,PayPal,Delivered,2025,3,March,Q1,Sunday,1,5,622.58,31.13,591.45,260.0,331.45,56.04,Millennial (25-39),VIP Enterprise Tier
ORD-106625,2024-01-19,2024-01-24,CUST-2061,Customer_2061,47,Female,Australia,Home & Kitchen,Air Purifier HEPA,6,115.71,50.0,0.0,5.52,Credit Card,Refunded,2024,1,January,Q1,Friday,0,5,694.26,0.0,694.26,300.0,394.26,56.79,Gen X (40-59),VIP Enterprise Tier
ORD-102047,2024-07-03,2024-07-05,CUST-2552,Customer_2552,49,Female,United Kingdom,Electronics,Wireless Earbuds,5,134.06,45.0,0.3,19.87,Debit Card,Shipped,2024,7,July,Q3,Wednesday,0,2,670.3,201.09,469.21,225.0,244.21,52.05,Gen X (40-59),Premium Tier
ORD-103636,2025-01-11,2025-01-18,CUST-1563,Customer_1563,66,Female,France,Electronics,Wireless Earbuds,8,133.82,45.0,0.05,8.25,PayPal,Cancelled,2025,1,January,Q1,Saturday,1,7,1070.56,53.53,1017.03,360.0,657.03,64.6,Boomer+ (60+),VIP Enterprise Tier
ORD-101255,2024-12-03,2024-12-07,CUST-1989,Customer_1989,71,Non-Binary,United States,Electronics,Wireless Earbuds,8,133.77,45.0,0.25,8.59,Debit Card,Shipped,2024,12,December,Q4,Tuesday,0,4,1070.16,267.54,802.62,360.0,442.62,55.15,Boomer+ (60+),VIP Enterprise Tier
ORD-100953,2025-10-21,2025-10-28,CUST-2788,Customer_2788,29,Other,United States,Home & Kitchen,Air Purifier HEPA,3,114.31,50.0,0.3,15.035,Credit Card,Delivered,2025,10,October,Q4,Tuesday,0,7,342.93,102.88,240.05,150.0,90.05,37.51,Millennial (25-39),Premium Tier
ORD-106262,2024-12-15,2024-12-18,CUST-2349,Customer_2349,47,Female,Germany,Beauty & Personal Care,Ionic Hair Dryer,7,72.48,28.0,0.2,7.32,Bank Transfer,Processing,2024,12,December,Q4,Sunday,1,3,507.36,101.47,405.89,196.0,209.89,51.71,Gen X (40-59),Premium Tier
ORD-110114,2024-02-20,2024-02-27,CUST-1908,Customer_1908,61,Female,Canada,Clothing & Apparel,Breathable Running Shoes,1,110.59,42.0,0.015,7.07,Credit Card,Shipped,2024,2,February,Q1,Tuesday,0,7,110.59,1.66,108.93,42.0,66.93,61.44,Boomer+ (60+),Standard Tier
ORD-104217,2024-12-18,2024-12-19,CUST-1988,Customer_1988,36,Male,United Kingdom,Clothing & Apparel,Waterproof Winter Jacket,4,118.06,48.0,0.0,5.66,Credit Card,Refunded,2024,12,December,Q4,Wednesday,0,1,472.24,0.0,472.24,192.0,280.24,59.34,Millennial (25-39),Premium Tier
ORD-106428,2025-10-03,2025-10-06,CUST-3378,Customer_3378,18,Male,India,Clothing & Apparel,Slim-Fit Denim Jeans,4,63.23,24.0,0.2,9.13,Debit Card,Refunded,2025,10,October,Q4,Friday,0,3,252.92,50.58,202.34,96.0,106.34,52.56,Gen Z (<25),Standard Tier
ORD-108725,2024-10-18,2024-10-23,CUST-3111,Customer_3111,34,Female,United Kingdom,Home & Kitchen,Robot Vacuum Cleaner,3,296.59,130.0,0.1,11.63,Apple Pay,Refunded,2024,10,October,Q4,Friday,0,5,889.77,88.98,800.79,390.0,410.79,51.3,Millennial (25-39),VIP Enterprise Tier
ORD-103442,2024-03-09,2024-03-10,CUST-1093,Customer_1093,59,Other,United Kingdom,Books & Stationery,Business Strategy Guide,8,24.36,6.0,0.05,8.77,PayPal,Delivered,2024,3,March,Q1,Saturday,1,1,194.88,9.74,185.14,48.0,137.14,74.07,Gen X (40-59),Standard Tier
ORD-108726,2025-11-05,2025-11-08,CUST-2553,Customer_2553,61,Other,United States,Books & Stationery,Business Strategy Guide,8,24.28,6.0,0.2,21.18,Credit Card,Delivered,2025,11,November,Q4,Wednesday,0,3,194.24,38.85,155.39,48.0,107.39,69.11,Boomer+ (60+),Standard Tier
ORD-111720,2024-01-28,2024-02-01,CUST-1638,Customer_1638,34,Female,Australia,Home & Kitchen,Blender & Smoothie Maker,1,60.3,22.0,0.3,18.8,Credit Card,Shipped,2024,1,January,Q1,Sunday,1,4,60.3,18.09,42.21,22.0,20.21,47.88,Millennial (25-39),Budget Tier
ORD-109884,2024-04-06,2024-04-08,CUST-2902,Customer_2902,71,Other,India,Clothing & Apparel,Slim-Fit Denim Jeans,1,61.93,24.0,0.15,9.27,Cash on Delivery,Processing,2024,4,April,Q2,Saturday,1,2,61.93,9.29,52.64,24.0,28.64,54.41,Boomer+ (60+),Budget Tier
ORD-109255,2024-02-07,2024-02-12,CUST-3443,Customer_3443,51,Other,United States,Beauty & Personal Care,Vitamin C Facial Serum,7,36.13,10.0,0.05,15.18,PayPal,Shipped,2024,2,February,Q1,Wednesday,0,5,252.91,12.65,240.26,70.0,170.26,70.86,Gen X (40-59),Premium Tier
ORD-108808,2024-05-13,2024-05-17,CUST-1317,Customer_1317,33,Female,Canada,Electronics,4K Ultra Monitor,8,348.51,190.0,0.1,20.57,Debit Card,Delivered,2024,5,May,Q2,Monday,0,4,2788.08,278.81,2509.27,1520.0,989.27,39.42,Millennial (25-39),VIP Enterprise Tier
ORD-103102,2025-11-15,2025-11-19,CUST-1200,Customer_1200,26,Other,United Kingdom,Books & Stationery,Artist Sketchbook Pack,4,14.94,3.5,0.1,13.78,Bank Transfer,Refunded,2025,11,November,Q4,Saturday,1,4,59.76,5.98,53.78,14.0,39.78,73.97,Millennial (25-39),Budget Tier
ORD-108438,2024-04-09,2024-04-16,CUST-1030,Customer_1030,57,Non-Binary,India,Clothing & Apparel,Waterproof Winter Jacket,8,118.87,48.0,0.25,9.24,PayPal,Cancelled,2024,4,April,Q2,Tuesday,0,7,950.96,237.74,713.22,384.0,329.22,46.16,Gen X (40-59),VIP Enterprise Tier
ORD-108240,2024-09-21,2024-09-27,CUST-2987,Customer_2987,65,Non-Binary,Australia,Clothing & Apparel,Waterproof Winter Jacket,2,118.79,48.0,0.1,12.6,Cash on Delivery,Shipped,2024,9,September,Q3,Saturday,1,6,237.58,23.76,213.82,96.0,117.82,55.1,Boomer+ (60+),Premium Tier
ORD-103026,2025-03-09,2025-03-13,CUST-3096,Customer_3096,58,Male,United States,Clothing & Apparel,Merino Wool Sweater,3,80.79,32.0,0.1,16.33,Apple Pay,Returned,2025,3,March,Q1,Sunday,1,4,242.37,24.24,218.13,96.0,122.13,55.99,Gen X (40-59),Premium Tier
ORD-112328,2024-04-22,2024-04-26,CUST-1843,Customer_1843,67,Female,United Kingdom,Books & Stationery,Ergonomic Fountain Pen Set,5,30.63,9.0,0.0,15.36,PayPal,Returned,2024,4,April,Q2,Monday,0,4,153.15,0.0,153.15,45.0,108.15,70.62,Boomer+ (60+),Standard Tier
ORD-101057,2025-09-13,2025-09-14,CUST-2580,Customer_2580,58,Female,United Kingdom,Beauty & Personal Care,Organic Moisturizing Cream,2,28.05,8.0,0.2,8.65,Credit Card,Shipped,2025,9,September,Q3,Saturday,1,1,56.1,11.22,44.88,16.0,28.88,64.35,Gen X (40-59),Budget Tier
ORD-101147,2024-09-24,2024-09-27,CUST-1770,Customer_1770,56,Male,Canada,Home & Kitchen,Stainless Steel Cookware Set,7,155.08,65.0,0.15,24.81,Bank Transfer,Shipped,2024,9,September,Q3,Tuesday,0,3,1085.56,162.83,922.73,455.0,467.73,50.69,Gen X (40-59),VIP Enterprise Tier
ORD-108835,2024-07-04,2024-07-08,CUST-1596,Customer_1596,29,Male,France,Electronics,USB-C Fast Charger,4,30.14,8.5,0.05,22.36,Credit Card,Processing,2024,7,July,Q3,Thursday,0,4,120.56,6.03,114.53,34.0,80.53,70.31,Millennial (25-39),Standard Tier
ORD-101938,2024-10-27,2024-11-01,CUST-2017,Customer_2017,53,Non-Binary,France,Clothing & Apparel,Waterproof Winter Jacket,4,124.19,48.0,0.1,23.14,Bank Transfer,Processing,2024,10,October,Q4,Sunday,1,5,496.76,49.68,447.08,192.0,255.08,57.05,Gen X (40-59),Premium Tier
ORD-105099,2024-07-25,2024-07-26,CUST-1899,Customer_1899,70,Other,Australia,Clothing & Apparel,Casual Cotton T-Shirt,1,25.75,7.0,0.25,6.28,Apple Pay,Shipped,2024,7,July,Q3,Thursday,0,1,25.75,6.44,19.31,7.0,12.31,63.75,Boomer+ (60+),Budget Tier
ORD-101032,2024-08-19,2024-08-23,CUST-1563,Customer_1563,35,Male,United Kingdom,Home & Kitchen,Espresso Coffee Maker,8,199.91,90.0,0.15,20.51,Cash on Delivery,Returned,2024,8,August,Q3,Monday,0,4,1599.28,239.89,1359.39,720.0,639.39,47.04,Millennial (25-39),VIP Enterprise Tier
ORD-111402,2024-07-10,2024-07-15,CUST-1121,Customer_1121,20,Female,Australia,Books & Stationery,Hardcover Productivity Journal,5,18.18,4.5,0.3,5.42,Credit Card,Refunded,2024,7,July,Q3,Wednesday,0,5,90.9,27.27,63.63,22.5,41.13,64.64,Gen Z (<25),Budget Tier
ORD-107720,2024-04-18,2024-04-21,CUST-2898,Customer_2898,27,Female,Germany,Home & Kitchen,Air Purifier HEPA,2,125.34,50.0,0.0,8.46,PayPal,Shipped,2024,4,April,Q2,Thursday,0,3,250.68,0.0,250.68,100.0,150.68,60.11,Millennial (25-39),Premium Tier
ORD-105830,2025-10-23,2025-10-27,CUST-2200,Customer_2200,53,Male,France,Electronics,Smartphone Pro,4,408.09000000000003,450.0,0.05,22.41,Cash on Delivery,Shipped,2025,10,October,Q4,Thursday,0,4,1632.36,81.62,1550.74,1800.0,-249.26,-16.07,Gen X (40-59),VIP Enterprise Tier
ORD-103291,2025-03-26,2025-03-31,CUST-2582,Customer_2582,58,Male,United Kingdom,Clothing & Apparel,Slim-Fit Denim Jeans,3,65.01,24.0,0.2,13.0,Bank Transfer,Cancelled,2025,3,March,Q1,Wednesday,0,5,195.03,39.01,156.02,72.0,84.02,53.85,Gen X (40-59),Standard Tier
ORD-107961,2025-03-14,2025-03-19,CUST-2689,Customer_2689,53,Female,Japan,Home & Kitchen,Espresso Coffee Maker,3,201.26,90.0,0.15,8.48,Credit Card,Shipped,2025,3,March,Q1,Friday,0,5,603.78,90.57,513.21,270.0,243.21,47.39,Gen X (40-59),VIP Enterprise Tier
ORD-100097,2025-08-29,2025-09-01,CUST-1712,Customer_1712,19,Male,United Kingdom,Home & Kitchen,Stainless Steel Cookware Set,8,151.51,65.0,0.15,23.36,PayPal,Cancelled,2025,8,August,Q3,Friday,0,3,1212.08,181.81,1030.27,520.0,510.27,49.53,Gen Z (<25),VIP Enterprise Tier
ORD-110171,2025-10-24,2025-10-31,CUST-2039,Customer_2039,67,Female,United Kingdom,Beauty & Personal Care,Sonic Electric Toothbrush,6,51.83,16.0,0.15,14.79,Cash on Delivery,Shipped,2025,10,October,Q4,Friday,0,7,310.98,46.65,264.33,96.0,168.33,63.68,Boomer+ (60+),Premium Tier
ORD-102240,2024-07-06,2024-07-08,CUST-1859,Customer_1859,49,Male,Germany,Books & Stationery,Data Science Handbook (Hardcover),6,56.85,20.0,0.3,23.85,Credit Card,Returned,2024,7,July,Q3,Saturday,1,2,341.1,102.33,238.77,120.0,118.77,49.74,Gen X (40-59),Premium Tier
ORD-103571,2025-04-16,2025-04-23,CUST-2835,Customer_2835,70,Non-Binary,Unknown,Beauty & Personal Care,Ionic Hair Dryer,6,75.59,28.0,0.2,8.94,PayPal,Processing,2025,4,April,Q2,Wednesday,0,7,453.54,90.71,362.83,168.0,194.83,53.7,Boomer+ (60+),Premium Tier
ORD-106464,2024-01-10,2024-01-15,CUST-2631,Customer_2631,56,Non-Binary,United States,Home & Kitchen,Robot Vacuum Cleaner,6,310.29,130.0,0.0,15.0,PayPal,Cancelled,2024,1,January,Q1,Wednesday,0,5,1861.74,0.0,1861.74,780.0,1081.74,58.1,Gen X (40-59),VIP Enterprise Tier
ORD-107268,2025-11-18,2025-11-23,CUST-1032,Customer_1032,75,Female,United States,Beauty & Personal Care,Organic Moisturizing Cream,6,27.76,8.0,0.05,20.29,Cash on Delivery,Cancelled,2025,11,November,Q4,Tuesday,0,5,166.56,8.33,158.23,48.0,110.23,69.66,Boomer+ (60+),Standard Tier
ORD-101043,2025-07-04,2025-07-10,CUST-1737,Customer_1737,29,Male,Japan,Electronics,Gaming Mechanical Keyboard,3,92.86,35.0,0.0,7.34,PayPal,Refunded,2025,7,July,Q3,Friday,0,6,278.58,0.0,278.58,105.0,173.58,62.31,Millennial (25-39),Premium Tier
ORD-102390,2024-09-01,2024-09-08,CUST-1597,Customer_1597,46,Female,Germany,Clothing & Apparel,Casual Cotton T-Shirt,4,25.85,7.0,0.0,18.22,Apple Pay,Shipped,2024,9,September,Q3,Sunday,1,7,103.4,0.0,103.4,28.0,75.4,72.92,Gen X (40-59),Standard Tier
ORD-111794,2025-03-03,2025-03-10,CUST-1413,Customer_1413,66,Male,France,Clothing & Apparel,Slim-Fit Denim Jeans,6,67.31,24.0,0.3,23.41,Bank Transfer,Returned,2025,3,March,Q1,Monday,0,7,403.86,121.16,282.7,144.0,138.7,49.06,Boomer+ (60+),Premium Tier
ORD-101593,2025-01-01,2025-01-03,CUST-2308,Customer_2308,18,Male,Canada,Electronics,4K Ultra Monitor,1,362.54,190.0,0.1,18.23,Debit Card,Cancelled,2025,1,January,Q1,Wednesday,0,2,362.54,36.25,326.29,190.0,136.29,41.77,Gen Z (<25),Premium Tier
ORD-102392,2024-06-11,2024-06-17,CUST-1702,Customer_1702,53,Male,Canada,Home & Kitchen,Espresso Coffee Maker,1,202.65,90.0,0.0,18.4,Credit Card,Delivered,2024,6,June,Q2,Tuesday,0,6,202.65,0.0,202.65,90.0,112.65,55.59,Gen X (40-59),Standard Tier
ORD-112459,2024-03-16,2024-03-22,CUST-1477,Customer_1477,61,Male,United States,Clothing & Apparel,Breathable Running Shoes,6,112.65,42.0,0.0,16.04,Cash on Delivery,Cancelled,2024,3,March,Q1,Saturday,1,6,675.9,0.0,675.9,252.0,423.9,62.72,Boomer+ (60+),VIP Enterprise Tier
ORD-109100,2025-02-28,2025-03-07,CUST-1008,Customer_1008,68,Female,Japan,Electronics,Smartphone Pro,1,408.09000000000003,450.0,0.3,21.15,Cash on Delivery,Delivered,2025,2,February,Q1,Friday,0,7,408.09,122.43,285.66,450.0,-164.34,-57.53,Boomer+ (60+),Premium Tier
ORD-103170,2024-10-14,2024-10-15,CUST-2943,Customer_2943,18,Male,United States,Clothing & Apparel,Breathable Running Shoes,1,107.86,42.0,0.15,12.45,Apple Pay,Refunded,2024,10,October,Q4,Monday,0,1,107.86,16.18,91.68,42.0,49.68,54.19,Gen Z (<25),Budget Tier
ORD-112466,2025-10-07,2025-10-13,CUST-1676,Customer_1676,22,Female,United States,Clothing & Apparel,Casual Cotton T-Shirt,2,26.06,7.0,0.3,6.26,Debit Card,Cancelled,2025,10,October,Q4,Tuesday,0,6,52.12,15.64,36.48,14.0,22.48,61.62,Gen Z (<25),Budget Tier
ORD-102456,2024-05-19,2024-05-20,CUST-3491,Customer_3491,70,Other,United Kingdom,Electronics,Wireless Earbuds,8,129.57,45.0,0.25,14.77,Cash on Delivery,Returned,2024,5,May,Q2,Sunday,1,1,1036.56,259.14,777.42,360.0,417.42,53.69,Boomer+ (60+),VIP Enterprise Tier
ORD-110838,2024-03-24,2024-03-27,CUST-2741,Customer_2741,51,Male,Canada,Books & Stationery,Ergonomic Fountain Pen Set,3,32.97,9.0,0.1,23.21,Credit Card,Refunded,2024,3,March,Q1,Sunday,1,3,98.91,9.89,89.02,27.0,62.02,69.67,Gen X (40-59),Budget Tier
ORD-106427,2025-09-23,2025-09-30,CUST-1177,Customer_1177,53,Non-Binary,United Kingdom,Home & Kitchen,Robot Vacuum Cleaner,1,314.72,130.0,0.2,7.05,Apple Pay,Delivered,2025,9,September,Q3,Tuesday,0,7,314.72,62.94,251.78,130.0,121.78,48.37,Gen X (40-59),Premium Tier
ORD-105246,2024-04-22,2024-04-29,CUST-3440,Customer_3440,66,Non-Binary,Germany,Electronics,Gaming Mechanical Keyboard,3,92.78,35.0,0.0,21.79,Bank Transfer,Shipped,2024,4,April,Q2,Monday,0,7,278.34,0.0,278.34,105.0,173.34,62.28,Boomer+ (60+),Premium Tier
ORD-107901,2025-09-29,2025-10-01,CUST-3035,Customer_3035,37,Non-Binary,United Kingdom,Clothing & Apparel,Waterproof Winter Jacket,8,121.04,48.0,0.05,5.17,Bank Transfer,Delivered,2025,9,September,Q3,Monday,0,2,968.32,48.42,919.9,384.0,535.9,58.26,Millennial (25-39),VIP Enterprise Tier
ORD-110506,2024-04-30,2024-05-01,CUST-1910,Customer_1910,18,Female,France,Clothing & Apparel,Merino Wool Sweater,7,85.77,32.0,0.25,9.57,PayPal,Cancelled,2024,4,April,Q2,Tuesday,0,1,600.39,150.1,450.29,224.0,226.29,50.25,Gen Z (<25),Premium Tier
ORD-110480,2025-05-25,2025-06-01,CUST-2715,Customer_2715,63,Other,India,Beauty & Personal Care,Sunscreen SPF 50+,5,22.41,6.0,0.1,24.55,PayPal,Shipped,2025,5,May,Q2,Sunday,1,7,112.05,11.2,100.85,30.0,70.85,70.25,Boomer+ (60+),Standard Tier
ORD-106105,2024-03-13,2024-03-19,CUST-2556,Customer_2556,35,Female,Canada,Electronics,Gaming Mechanical Keyboard,3,87.79,35.0,0.0,22.49,Apple Pay,Shipped,2024,3,March,Q1,Wednesday,0,6,263.37,0.0,263.37,105.0,158.37,60.13,Millennial (25-39),Premium Tier
ORD-106685,2024-11-11,2024-11-12,CUST-2461,Customer_2461,47,Non-Binary,United States,Home & Kitchen,Air Purifier HEPA,7,120.12,50.0,0.1,21.07,Debit Card,Refunded,2024,11,November,Q4,Monday,0,1,840.84,84.08,756.76,350.0,406.76,53.75,Gen X (40-59),VIP Enterprise Tier
ORD-100440,2025-03-24,2025-03-28,CUST-3479,Customer_3479,62,Non-Binary,India,Books & Stationery,Hardcover Productivity Journal,7,19.33,4.5,0.05,18.29,Cash on Delivery,Processing,2025,3,March,Q1,Monday,0,4,135.31,6.77,128.54,31.5,97.04,75.49,Boomer+ (60+),Standard Tier
ORD-105698,2024-05-09,2024-05-16,CUST-3265,Customer_3265,67,Female,Australia,Books & Stationery,Artist Sketchbook Pack,8,15.66,3.5,0.05,10.7,PayPal,Shipped,2024,5,May,Q2,Thursday,0,7,125.28,6.26,119.02,28.0,91.02,76.47,Boomer+ (60+),Standard Tier
ORD-102629,2024-03-28,2024-04-04,CUST-1531,Customer_1531,54,Male,United Kingdom,Clothing & Apparel,Merino Wool Sweater,2,81.64,32.0,0.25,20.27,Cash on Delivery,Refunded,2024,3,March,Q1,Thursday,0,7,163.28,40.82,122.46,64.0,58.46,47.74,Gen X (40-59),Standard Tier
ORD-105858,2024-04-05,2024-04-12,CUST-1829,Customer_1829,70,Female,Canada,Books & Stationery,Data Science Handbook (Hardcover),6,57.49,20.0,0.1,14.33,Cash on Delivery,Returned,2024,4,April,Q2,Friday,0,7,344.94,34.49,310.45,120.0,190.45,61.35,Boomer+ (60+),Premium Tier
ORD-104309,2025-07-24,2025-07-30,CUST-2657,Customer_2657,57,Male,United States,Home & Kitchen,Blender & Smoothie Maker,7,60.94,22.0,0.3,16.32,PayPal,Refunded,2025,7,July,Q3,Thursday,0,6,426.58,127.97,298.61,154.0,144.61,48.43,Gen X (40-59),Premium Tier
ORD-102454,2024-12-08,2024-12-12,CUST-1042,Customer_1042,66,Non-Binary,Canada,Books & Stationery,Hardcover Productivity Journal,3,18.3,4.5,0.2,10.29,Bank Transfer,Shipped,2024,12,December,Q4,Sunday,1,4,54.9,10.98,43.92,13.5,30.42,69.26,Boomer+ (60+),Budget Tier
ORD-107817,2025-09-06,2025-09-09,CUST-3473,Customer_3473,23,Female,Canada,Clothing & Apparel,Waterproof Winter Jacket,3,119.92,48.0,0.0,11.39,Credit Card,Processing,2025,9,September,Q3,Saturday,1,3,359.76,0.0,359.76,144.0,215.76,59.97,Gen Z (<25),Premium Tier
